Street,Start_Lat,Start_Lng,Severity,Hour,Rush_Hour,Weather,City,ID
Sunehri Masjid Road,34.00899927794292,71.57350747197212,2,18,1,Clear,Peshawar,P-940
Sunehri Masjid Road,34.01108179411518,71.57200893643909,3,21,0,Clear,Peshawar,P-941
Sunehri Masjid Road,34.0073531004798,71.57355784507182,3,8,1,Cloudy,Peshawar,P-942
Sunehri Masjid Road,34.00930312483884,71.57406682421802,2,11,0,Clear,Peshawar,P-943
Sunehri Masjid Road,34.01107930739642,71.57609174288976,4,10,0,Clear,Peshawar,P-944
Sunehri Masjid Road,34.00894181452125,71.57640647190917,2,15,0,Cloudy,Peshawar,P-945
Sunehri Masjid Road,34.00885143288464,71.577366520779,3,5,0,Cloudy,Peshawar,P-946
Sunehri Masjid Road,34.00753188667015,71.57558306357892,3,3,0,Rain,Peshawar,P-947
Sunehri Masjid Road,34.00936697800954,71.57375963312262,2,20,0,Clear,Peshawar,P-948
Sunehri Masjid Road,34.008530690430305,71.57441495310576,3,12,0,Clear,Peshawar,P-949
Fakhr-e-Alam Road,34.022065866741066,71.55006541551253,1,9,1,Clear,Peshawar,P-950
Fakhr-e-Alam Road,34.01674500780209,71.5522558179865,3,18,1,Clear,Peshawar,P-951
Fakhr-e-Alam Road,34.01555764834942,71.54816771696683,1,16,0,Clear,Peshawar,P-952
Fakhr-e-Alam Road,34.01780893012963,71.55180106615467,3,17,1,Clear,Peshawar,P-953
Fakhr-e-Alam Road,34.02116784193307,71.55320818250695,2,16,0,Cloudy,Peshawar,P-954
Fakhr-e-Alam Road,34.015677833168866,71.55100650412949,4,7,1,Rain,Peshawar,P-955
Fakhr-e-Alam Road,34.01934040409898,71.55191064760425,2,9,1,Cloudy,Peshawar,P-956
Fakhr-e-Alam Road,34.01890525859491,71.54683564647331,3,12,0,Clear,Peshawar,P-957
Fakhr-e-Alam Road,34.01669253441855,71.54830974277834,2,7,1,Cloudy,Peshawar,P-958
Ashraf Road,34.02480674188278,71.53419587867826,3,18,1,Cloudy,Peshawar,P-959
Ashraf Road,34.02575004053938,71.5283900811598,2,3,0,Cloudy,Peshawar,P-960
Ashraf Road,34.02798889475102,71.53129201237424,2,12,0,Clear,Peshawar,P-961
Ashraf Road,34.02615755545573,71.53210784182282,2,6,0,Clear,Peshawar,P-962
Ashraf Road,34.02631425583799,71.53035237964501,2,6,0,Cloudy,Peshawar,P-963
Ashraf Road,34.02518751510227,71.52876633824576,3,5,0,Clear,Peshawar,P-964
Ashraf Road,34.027029767192154,71.53163985050527,2,20,0,Cloudy,Peshawar,P-965
Ashraf Road,34.023205695386906,71.5324441305484,2,16,0,Clear,Peshawar,P-966
Ashraf Road,34.02816011211828,71.53188557702828,4,8,1,Clear,Peshawar,P-967
